id,parameter
SFT-BMS-024,KfPWRCTL_BattSOCCal_pct
SFT-BMS-024,LsPWRCTL_BattSOC_pct
SFT-BMS-024,LfPWRCTL_BMSSysI_A
SFT-BMS-024,VlPWRCTL_DchgP_W
SFT-BMS-024,LuPWRCTL_SysMinVol_mV
SFT-BMS-024,LuPWRCTL_SysMinVol_Mv
SFT-BMS-024,KuPWRCTL_CutDwnPwrMinCellVolt_mV
SFT-BMS-024,LsPWRCTL_BMUMaxTemp_deg
SFT-BMS-024,LsPWRCTL_BMUMaxTemp_deg
SFT-BMS-024,KsPWRCTL_ChgMaxT_deg
SFT-BMS-024,LsPWRCTL_BMUMaxTemp_deg
SFT-BMS-024,KsPWRCTL_DisChgMaxT_deg
